43,IA 3 EB Driving Pavement,T92N,36,R37W,Storm Lake,RSLI4,42.7475,-95.1515,1329,BUENA VISTA,IA 3,172.4,553805,Storm Lake,3,11,0,-06:00,21
43,US 71 SB Driving Pavement,T92N,36,R37W,Storm Lake,RSLI4,42.7475,-95.1515,1329,BUENA VISTA,US 71,172.4,553805,Storm Lake,3,11,1,-06:00,20
44,I-80 EB Driving Deck,T79N,18,R02W,Tipton,RTPI4,41.6448,-91.1272,664,CEDAR,I-80,266.2,556802,Tipton,6,16,0,-06:00,10
44,I-80 EB Driving Pavement,T79N,18,R02W,Tipton,RTPI4,41.6448,-91.1272,664,CEDAR,I-80,266.2,556802,Tipton,6,16,1,-06:00,20
45,I-380 NB Driving Pavement,T87N,26,R10W,Urbana,RURI4,42.3125,-91.9758,991,BUCHANAN,I-380,49.95,556602,Urbana,6,10,0,-06:00,20
45,I-380 NB Passing Deck,T87N,26,R10W,Urbana,RURI4,42.3125,-91.9758,991,BUCHANAN,I-380,49.95,556602,Urbana,6,10,1,-06:00,10
45,I-380 SB Driving Deck,T87N,26,R10W,Urbana,RURI4,42.3125,-91.9758,991,BUCHANAN,I-380,49.95,556602,Urbana,6,10,2,-06:00,11
46,US 20 EB Driving Pavement,T88N,12,R13W,Waterloo,RWLI4,42.455667,-92.309,882,BLACK HAWK,US 20,71.3,552807,Waterloo,2,7,0,-06:00,299
46,US 20 WB Passing Deck,T88N,12,R13W,Waterloo,RWLI4,42.455667,-92.309,882,BLACK HAWK,US 20,71.3,552807,Waterloo,2,7,1,-06:00,11
46,US 20 EB Passing Deck,T88N,12,R13W,Waterloo,RWLI4,42.455667,-92.309,882,BLACK HAWK,US 20,71.3,552807,Waterloo,2,7,2,-06:00,12
46,I-380 Driving Deck,T88N,12,R13W,Waterloo,RWLI4,42.455667,-92.309,882,BLACK HAWK,I-380,71.3,552807,Waterloo,2,7,3,-06:00,10
47,I-35 SB Driving Pavement,T90N,23,R23W,Williams,RWII4,42.5875,-93.5315,1067,HAMILTON,I-35,153,551609,Williams,2,40,0,-06:00,20
47,I-35 SB Passing Deck,T90N,23,R23W,Williams,RWII4,42.5875,-93.5315,1067,HAMILTON,I-35,153,551609,Williams,2,40,1,-06:00,10
48,I-80 EB Driving Deck,T80N,33,R10W,Williamsburg,RWBI4,41.687667,-92.0087,854,IOWA,I-80,219.9,556606,Williamsburg,6,48,0,-06:00,199
48,I-80 WB Driving Pavement,T80N,33,R10W,Williamsburg,RWBI4,41.687667,-92.0087,854,IOWA,I-80,219.9,556606,Williamsburg,6,48,1,-06:00,20
48,I-80 WB Passing Deck,T80N,33,R10W,Williamsburg,RWBI4,41.687667,-92.0087,854,IOWA,I-80,219.9,556606,Williamsburg,6,48,2,-06:00,10
49,I-35 SB Driving Pavement,T99N,17,R21W,Worth County/Hanlontown,RHAI4,43.392167,-93.3498,1093,WORTH,I-35,211.2,552698,Hanlontown,2,98,0,-06:00,20
49,I-35 SB Passing Deck,T99N,17,R21W,Worth County/Hanlontown,RHAI4,43.392167,-93.3498,1093,WORTH,I-35,211.2,552698,Hanlontown,2,98,1,-06:00,10
50,US 20 EB Driving Pavement,T88N,10,R19W,Steamboat Rock,RSBI4,42.4534,-93.0583,1111,HARDIN,US 20,,551608,Iowa Falls,1,42,0,-06:00,20
50,US 20 EB Passing Deck,T88N,10,R19W,Steamboat Rock,RSBI4,42.4534,-93.0583,1111,HARDIN,US 20,,551608,Iowa Falls,1,42,1,-06:00,10
50,US 20 WB Driving Deck,T88N,10,R19W,Steamboat Rock,RSBI4,42.4534,-93.0583,1111,HARDIN,US 20,,551608,Iowa Falls,1,42,2,-06:00,11
51,US 59 NB Driving Deck,T87N,15,R40W,Ida Grove,RIGI4,42.3515,-95.4783,1215,IDA,US 59,,553608,Ida Grove,3,47,0,-06:00,11
